feature_set,alpha,correction_weight,uncertainty_weight,correction_clip,train_rows,selection_rows,selection_metric_percent,selection_metric_raw_percent,selection_at_least_one_abs_log_error,selection_at_least_two_abs_log_error,selection_at_least_three_abs_log_error
no_decomp,2000.0,0.12,0.5,0.08,389,254,7.96,7.955447387784131,0.09558455082523015,0.07265890738189554,0.06140183730517619
no_decomp,2000.0,0.12,0.5,0.15,389,254,7.96,7.955447387784131,0.09558455082523015,0.07265890738189554,0.06140183730517619
no_decomp,2000.0,0.12,0.5,0.25,389,254,7.96,7.955447387784131,0.09558455082523015,0.07265890738189554,0.06140183730517619
no_decomp,2000.0,0.12,0.5,0.4,389,254,7.96,7.955447387784131,0.09558455082523015,0.07265890738189554,0.06140183730517619
no_decomp,200.0,0.12,1.0,0.15,389,254,7.96,7.955447467551324,0.09554766668386903,0.07270689768325352,0.06139073336184916
static_replay,100.0,0.04,0.25,0.08,389,254,7.96,7.955448500472362,0.09570064245251118,0.07267240515591421,0.061272278824638156
all,200.0,0.04,0.25,0.25,389,254,7.96,7.955456420666085,0.09576927597255103,0.0726316025212458,0.06124466803543261
no_decomp,500.0,0.04,0.0,0.08,389,254,7.96,7.955460450672347,0.09572737842601181,0.07266049843373903,0.061257781660284505
all,300.0,0.12,0.5,0.15,389,254,7.96,7.955464735836215,0.09569391282120639,0.07263252120492929,0.0613193435753365
all,1000.0,0.1,2.0,0.15,389,254,7.96,7.955466723253757,0.09556925906494372,0.07267233861180583,0.06140423515353969
all,1000.0,0.1,2.0,0.25,389,254,7.96,7.955466723253757,0.09556925906494372,0.07267233861180583,0.06140423515353969
all,1000.0,0.1,2.0,0.4,389,254,7.96,7.955466723253757,0.09556925906494372,0.07267233861180583,0.06140423515353969
all,300.0,0.04,0.25,0.25,389,254,7.96,7.955468572839819,0.09575168317028965,0.07264299372999253,0.06125120732859083
no_decomp,300.0,0.08,0.5,0.08,389,254,7.96,7.955469008168414,0.09562432195850323,0.07268430935708466,0.06133726501073449
no_decomp,100.0,0.1,2.0,0.15,389,254,7.96,7.955470757283223,0.09553546588886955,0.07270142810891815,0.061409050935098485
all,500.0,0.15,0.5,0.15,389,254,7.96,7.9554713319082815,0.09563551533194203,0.07266496902985134,0.06134547653948338
all,2000.0,0.12,0.5,0.08,389,254,7.96,7.955472379114403,0.09558004447637654,0.0726761738498128,0.06138977167614485
all,300.0,0.06,1.0,0.15,389,254,7.96,7.955475652880106,0.09566586538826082,0.07264414685371126,0.06133606873580579
no_decomp,300.0,0.12,0.5,0.15,389,254,7.96,7.955477584781923,0.09558371149565409,0.07270408181264872,0.06135834135554627
no_decomp,300.0,0.12,0.5,0.25,389,254,7.96,7.955477584781923,0.09558371149565409,0.07270408181264872,0.06135834135554627
no_decomp,300.0,0.12,0.5,0.4,389,254,7.96,7.955477584781923,0.09558371149565409,0.07270408181264872,0.06135834135554627
no_decomp,200.0,0.08,0.0,0.15,389,254,7.96,7.95547891228503,0.09576695347722583,0.07268089778472617,0.06119832029219117
all,100.0,0.08,0.25,0.25,389,254,7.96,7.95547983232654,0.09588054199524772,0.07257400546673622,0.06119164965940747
no_decomp,200.0,0.08,0.0,0.25,389,254,7.96,7.955481114431429,0.09576695347722583,0.07268089778472617,0.0611983814881509
no_decomp,200.0,0.08,0.0,0.4,389,254,7.96,7.955481114431429,0.09576695347722583,0.07268089778472617,0.0611983814881509
static_replay,200.0,0.06,0.25,0.15,389,254,7.96,7.955481825073085,0.09569852289673203,0.07267966725704186,0.0612680623445152
static_replay,200.0,0.06,0.25,0.25,389,254,7.96,7.955481825073085,0.09569852289673203,0.07267966725704186,0.0612680623445152
static_replay,200.0,0.06,0.25,0.4,389,254,7.96,7.955481825073085,0.09569852289673203,0.07267966725704186,0.0612680623445152
no_decomp,500.0,0.04,0.0,0.15,389,254,7.96,7.955485116788519,0.0957306269662344,0.07266049843373903,0.06125521857256018
no_decomp,500.0,0.04,0.0,0.25,389,254,7.96,7.955485116788519,0.0957306269662344,0.07266049843373903,0.06125521857256018
no_decomp,500.0,0.04,0.0,0.4,389,254,7.96,7.955485116788519,0.0957306269662344,0.07266049843373903,0.06125521857256018
all,300.0,0.08,1.0,0.08,389,254,7.96,7.955485581856103,0.09564141829234221,0.07263962809788702,0.061365310506175184
all,300.0,0.1,2.0,0.08,389,254,7.96,7.9554966451941045,0.09557921699056722,0.0726492475168184,0.06141819983066592
no_decomp,200.0,0.15,2.0,0.25,389,254,7.96,7.95549673547391,0.09547560957537579,0.07271941041706545,0.06145164685441676
no_decomp,200.0,0.15,2.0,0.4,389,254,7.96,7.95549673547391,0.09547560957537579,0.07271941041706545,0.06145164685441676
no_decomp,200.0,0.15,2.0,0.15,389,254,7.96,7.95549758407228,0.09547560957537579,0.07271941041706545,0.061451670436311
all,100.0,0.06,0.5,0.25,389,254,7.96,7.955497881641027,0.09576673965115212,0.07259922627087276,0.06128073277593329
static_replay,100.0,0.04,1.0,0.08,389,254,7.96,7.955498610343192,0.09567211297861287,0.07267455295073355,0.06130005301868241
all,100.0,0.04,0.5,0.4,389,254,7.96,7.955503650063989,0.09575474413186201,0.07261737427683525,0.06127474058928045
all,500.0,0.12,0.5,0.08,389,254,7.96,7.955506377171484,0.09562780670469204,0.07266045331695907,0.06135867476053484
static_replay,200.0,0.12,0.0,0.15,389,254,7.96,7.955514743327163,0.09581658796918364,0.07272667247943665,0.061103906822550146
static_replay,200.0,0.12,0.0,0.25,389,254,7.96,7.955514743327163,0.09581658796918364,0.07272667247943665,0.061103906822550146
static_replay,200.0,0.12,0.0,0.4,389,254,7.96,7.955514743327163,0.09581658796918364,0.07272667247943665,0.061103906822550146
no_decomp,500.0,0.06,0.5,0.15,389,254,7.96,7.955516070310531,0.09565215844635332,0.07267142754000197,0.06132361816065362
no_decomp,500.0,0.06,0.5,0.25,389,254,7.96,7.955516070310531,0.09565215844635332,0.07267142754000197,0.06132361816065362
no_decomp,500.0,0.06,0.5,0.4,389,254,7.96,7.955516070310531,0.09565215844635332,0.07267142754000197,0.06132361816065362
no_decomp,500.0,0.06,1.0,0.15,389,254,7.96,7.9555175035304515,0.0956415881426108,0.07266916165399506,0.061336494178471576
no_decomp,500.0,0.06,1.0,0.25,389,254,7.96,7.9555175035304515,0.0956415881426108,0.07266916165399506,0.061336494178471576
no_decomp,500.0,0.06,1.0,0.4,389,254,7.96,7.9555175035304515,0.0956415881426108,0.07266916165399506,0.061336494178471576
no_decomp,500.0,0.06,0.5,0.08,389,254,7.96,7.955517740162188,0.09565024976490256,0.07267142754000197,0.06132557324598497
all,300.0,0.08,0.25,0.08,389,254,7.96,7.955518636400005,0.09574360597689784,0.07262927339775276,0.06127439608199198
static_replay,200.0,0.04,0.5,0.08,389,254,7.96,7.955523542888976,0.09569254952536523,0.0726685373122469,0.06128632496654434
all,200.0,0.08,0.5,0.15,389,254,7.96,7.955525940985986,0.0957240349593742,0.07261867781609994,0.06130476566993146
no_decomp,500.0,0.06,1.0,0.08,389,254,7.96,7.955526693388504,0.09564053268234524,0.07266916165399506,0.0613378050177453
all,300.0,0.1,1.0,0.08,389,254,7.96,7.955531136787153,0.09562378797374355,0.07263804771972956,0.06138578713919757
all,2000.0,0.1,0.25,0.15,389,254,7.96,7.955539265707734,0.09563216306535968,0.07267540068756184,0.061340284976102596
all,2000.0,0.1,0.25,0.25,389,254,7.96,7.955539265707734,0.09563216306535968,0.07267540068756184,0.061340284976102596
all,2000.0,0.1,0.25,0.4,389,254,7.96,7.955539265707734,0.09563216306535968,0.07267540068756184,0.061340284976102596
static_replay,200.0,0.04,1.0,0.08,389,254,7.96,7.955541688757051,0.09568130944813105,0.07266854251269868,0.06129806410283881
all,2000.0,0.2,0.5,0.15,389,254,7.96,7.955544659819602,0.09550086328055048,0.07269128248443431,0.06145585286218572
all,2000.0,0.2,0.5,0.25,389,254,7.96,7.955544659819602,0.09550086328055048,0.07269128248443431,0.06145585286218572
all,2000.0,0.2,0.5,0.4,389,254,7.96,7.955544659819602,0.09550086328055048,0.07269128248443431,0.06145585286218572
all,2000.0,0.2,1.0,0.08,389,254,7.96,7.955557919597878,0.09545844076760071,0.07268596588651138,0.06150396045188428
static_replay,200.0,0.04,0.25,0.08,389,254,7.96,7.955561646543541,0.09570750292614917,0.07266898429069404,0.061271983458038776
no_decomp,300.0,0.06,1.0,0.15,389,254,7.96,7.955568288744619,0.09563781879597094,0.07267644591246356,0.061334390547976535
no_decomp,300.0,0.06,1.0,0.25,389,254,7.96,7.955568288744619,0.09563781879597094,0.07267644591246356,0.061334390547976535
no_decomp,300.0,0.06,1.0,0.4,389,254,7.96,7.955568288744619,0.09563781879597094,0.07267644591246356,0.061334390547976535
no_decomp,1000.0,0.08,2.0,0.08,389,254,7.96,7.955572866990868,0.09561863528792819,0.07266428505411963,0.06136586214020858
no_decomp,1000.0,0.08,2.0,0.15,389,254,7.96,7.955572866990868,0.09561863528792819,0.07266428505411963,0.06136586214020858
no_decomp,1000.0,0.08,2.0,0.25,389,254,7.96,7.955572866990868,0.09561863528792819,0.07266428505411963,0.06136586214020858
no_decomp,1000.0,0.08,2.0,0.4,389,254,7.96,7.955572866990868,0.09561863528792819,0.07266428505411963,0.06136586214020858
no_decomp,300.0,0.2,2.0,0.15,389,254,7.96,7.955577417814785,0.09541765985934708,0.07273209787793762,0.061499151208766686
no_decomp,300.0,0.2,2.0,0.25,389,254,7.96,7.955577417814785,0.09541765985934708,0.07273209787793762,0.061499151208766686
no_decomp,300.0,0.2,2.0,0.4,389,254,7.96,7.955577417814785,0.09541765985934708,0.07273209787793762,0.061499151208766686
all,200.0,0.06,0.5,0.15,389,254,7.96,7.955577728885177,0.09572539897809706,0.07262409336845878,0.06129942524389545
no_decomp,100.0,0.08,0.0,0.08,389,254,7.96,7.955579104787369,0.09574394665764208,0.07268487658643556,0.06122013258160563
all,2000.0,0.2,0.25,0.15,389,254,7.96,7.955579997463236,0.09555140005159855,0.07269626997973216,0.06140131060110715
all,2000.0,0.2,0.25,0.25,389,254,7.96,7.955579997463236,0.09555140005159855,0.07269626997973216,0.06140131060110715
all,2000.0,0.2,0.25,0.4,389,254,7.96,7.955579997463236,0.09555140005159855,0.07269626997973216,0.06140131060110715
all,100.0,0.04,0.25,0.15,389,254,7.96,7.955581354013197,0.09578233554121422,0.07261015456135203,0.06125652822731973
no_decomp,100.0,0.08,2.0,0.08,389,254,7.96,7.9555882279199075,0.09556101207868517,0.0727024404959792,0.06138575677563209
all,100.0,0.06,1.0,0.4,389,254,7.96,7.955594290685708,0.09570875543486117,0.07261310015227057,0.061327522242603565
all,300.0,0.08,0.5,0.08,389,254,7.96,7.95559444610916,0.0956909398240133,0.0726330071020821,0.061325435222733836
all,500.0,0.06,1.0,0.15,389,254,7.96,7.955598173828093,0.09565480145504143,0.07265732668790088,0.06133735759622556
all,200.0,0.06,1.0,0.15,389,254,7.96,7.955601277671942,0.0956778835206084,0.0726333552727804,0.06133833319912354
all,200.0,0.08,2.0,0.15,389,254,7.96,7.955601356506836,0.09561673923786497,0.07264149587569353,0.06139133906971279
no_decomp,200.0,0.04,0.0,0.25,389,254,7.96,7.95560338678083,0.09575626803401426,0.0726683966727002,0.061224965896250504
no_decomp,200.0,0.04,0.0,0.4,389,254,7.96,7.95560338678083,0.09575626803401426,0.0726683966727002,0.061224965896250504
no_decomp,200.0,0.04,0.0,0.15,389,254,7.96,7.955604487855306,0.09575626803401426,0.0726683966727002,0.06122499649423037
all,200.0,0.12,0.0,0.15,389,254,7.96,7.955612048650718,0.09612050575475832,0.07258874268480621,0.060940622869837056
all,300.0,0.15,0.0,0.25,389,254,7.96,7.955618136970055,0.096136494825945,0.07263085342052739,0.06088269225244289
no_decomp,100.0,0.1,2.0,0.08,389,254,7.96,7.95561917366201,0.09552486909688876,0.07271266882923225,0.061412531381631656
no_decomp,300.0,0.12,0.5,0.08,389,254,7.96,7.955621130217216,0.09557872748897975,0.07270200455447871,0.0613693916353925
all,100.0,0.08,0.5,0.4,389,254,7.96,7.9556225818757875,0.09579765371776586,0.07258643308510995,0.06126607721640028
all,1000.0,0.08,1.0,0.08,389,254,7.96,7.955628029545614,0.09561459070981101,0.07266787161026353,0.06136785308556428
static_replay,100.0,0.04,1.0,0.15,389,254,7.96,7.955645086768426,0.09567552914319388,0.07267686581289017,0.06129839445600894
static_replay,100.0,0.04,1.0,0.25,389,254,7.96,7.955645086768426,0.09567552914319388,0.07267686581289017,0.06129839445600894
static_replay,100.0,0.04,1.0,0.4,389,254,7.96,7.955645086768426,0.09567552914319388,0.07267686581289017,0.06129839445600894
no_decomp,300.0,0.06,1.0,0.08,389,254,7.96,7.9556538392674625,0.09563741754214793,0.0726755200701173,0.061338095024682106
no_decomp,200.0,0.06,1.0,0.25,389,254,7.96,7.955659912370749,0.09563654005355887,0.07268125636079925,0.06133340498919532
no_decomp,200.0,0.06,1.0,0.4,389,254,7.96,7.955659912370749,0.09563654005355887,0.07268125636079925,0.06133340498919532
no_decomp,200.0,0.06,1.0,0.15,389,254,7.96,7.955660475508952,0.09563654005355887,0.07268125636079925,0.06133342063834786
all,1000.0,0.1,2.0,0.08,389,254,7.96,7.955663144897329,0.09556968418757433,0.07267233861180583,0.06140926843345731
no_decomp,500.0,0.06,0.25,0.08,389,254,7.96,7.955682344753989,0.09566672047889571,0.07267312816374033,0.06131197613854131
all,500.0,0.04,0.25,0.25,389,254,7.96,7.955684299183252,0.09573028337032255,0.07265591838678752,0.061265677336055244
all,500.0,0.04,0.25,0.4,389,254,7.96,7.955684299183252,0.09573028337032255,0.07265591838678752,0.061265677336055244
no_decomp,200.0,0.12,1.0,0.08,389,254,7.96,7.955685021843251,0.09554476248596025,0.07270547950721974,0.06140165718211459
all,500.0,0.15,0.25,0.25,389,254,7.96,7.955685730962592,0.09572867949431413,0.07266791919224612,0.06125532019457938
all,500.0,0.15,0.25,0.4,389,254,7.96,7.955685730962592,0.09572867949431413,0.07266791919224612,0.06125532019457938
all,300.0,0.06,2.0,0.4,389,254,7.96,7.95568847873529,0.09564501824352359,0.07265307130087736,0.061353905695088126
all,2000.0,0.04,0.0,0.15,389,254,7.96,7.955689186807069,0.09574103313273595,0.07266334602201445,0.06124763576147209
all,2000.0,0.04,0.0,0.25,389,254,7.96,7.955689186807069,0.09574103313273595,0.07266334602201445,0.06124763576147209
all,2000.0,0.04,0.0,0.4,389,254,7.96,7.955689186807069,0.09574103313273595,0.07266334602201445,0.06124763576147209
all,200.0,0.06,2.0,0.4,389,254,7.96,7.9556905623370255,0.0956482200678914,0.07264638158135218,0.06135745149182775
all,200.0,0.04,0.5,0.4,389,254,7.96,7.9556909821705935,0.09573579451953185,0.07263639022079157,0.061279880067578014
no_decomp,500.0,0.06,0.25,0.15,389,254,7.96,7.95569102807534,0.09566955383349789,0.07267312816374033,0.061309384086318246
no_decomp,500.0,0.06,0.25,0.25,389,254,7.96,7.95569102807534,0.09566955383349789,0.07267312816374033,0.061309384086318246
no_decomp,500.0,0.06,0.25,0.4,389,254,7.96,7.95569102807534,0.09566955383349789,0.07267312816374033,0.061309384086318246
all,200.0,0.12,1.0,0.4,389,254,7.96,7.955697878574153,0.09566149606202942,0.0726225434288018,0.06136821696245554
all,2000.0,0.1,0.25,0.08,389,254,7.96,7.955698941220279,0.09563216306535968,0.07267540068756184,0.06134472223042639
all,300.0,0.12,2.0,0.08,389,254,7.96,7.95569894456174,0.09555651738566544,0.07265060968731521,0.06144515900322395
all,100.0,0.04,0.5,0.25,389,254,7.96,7.95570445650764,0.09575344180190665,0.07261737427683525,0.06128162316989729
all,300.0,0.06,2.0,0.25,389,254,7.96,7.955704474807868,0.09564501824352359,0.07265307130087736,0.06135435021278635
all,2000.0,0.12,1.0,0.15,389,254,7.96,7.955716690122672,0.09556473000401725,0.07267460491142123,0.06141344429525472
all,2000.0,0.12,1.0,0.25,389,254,7.96,7.955716690122672,0.09556473000401725,0.07267460491142123,0.06141344429525472
all,2000.0,0.12,1.0,0.4,389,254,7.96,7.955716690122672,0.09556473000401725,0.07267460491142123,0.06141344429525472
static_replay,200.0,0.1,0.25,0.15,389,254,7.96,7.9557192489153605,0.09567959777257659,0.07270796701731029,0.06126528552753622
static_replay,200.0,0.1,0.25,0.25,389,254,7.96,7.9557192489153605,0.09567959777257659,0.07270796701731029,0.06126528552753622
static_replay,200.0,0.1,0.25,0.4,389,254,7.96,7.9557192489153605,0.09567959777257659,0.07270796701731029,0.06126528552753622
all,300.0,0.12,0.25,0.15,389,254,7.96,7.955723342145737,0.09578680635217697,0.07262967804777448,0.061236479664950466
static_replay,200.0,0.04,1.0,0.15,389,254,7.96,7.955732203919275,0.09568399337381359,0.07267173324664114,0.06129748370577278
static_replay,200.0,0.04,1.0,0.25,389,254,7.96,7.955732203919275,0.09568399337381359,0.07267173324664114,0.06129748370577278
static_replay,200.0,0.04,1.0,0.4,389,254,7.96,7.955732203919275,0.09568399337381359,0.07267173324664114,0.06129748370577278
all,200.0,0.06,2.0,0.25,389,254,7.96,7.95573935488747,0.0956482200678914,0.07264638158135218,0.06135880739643506
all,300.0,0.08,2.0,0.08,389,254,7.96,7.955740748634588,0.09561050367242599,0.07265170344786756,0.0613912406564552
no_decomp,1000.0,0.06,0.5,0.08,389,254,7.96,7.955744790742969,0.0956585693934465,0.07266189850281568,0.06133309220730532
no_decomp,1000.0,0.06,0.5,0.15,389,254,7.96,7.955744790742969,0.0956585693934465,0.07266189850281568,0.06133309220730532
no_decomp,1000.0,0.06,0.5,0.25,389,254,7.96,7.955744790742969,0.0956585693934465,0.07266189850281568,0.06133309220730532
no_decomp,1000.0,0.06,0.5,0.4,389,254,7.96,7.955744790742969,0.0956585693934465,0.07266189850281568,0.06133309220730532
static_replay,100.0,0.06,0.25,0.15,389,254,7.96,7.955750107773785,0.0956946934849411,0.07269104857607034,0.06126796579839887
static_replay,100.0,0.06,0.25,0.25,389,254,7.96,7.955750107773785,0.0956946934849411,0.07269104857607034,0.06126796579839887
static_replay,100.0,0.06,0.25,0.4,389,254,7.96,7.955750107773785,0.0956946934849411,0.07269104857607034,0.06126796579839887
static_replay,100.0,0.15,0.5,0.08,389,254,7.96,7.955753698002965,0.09555567788375006,0.07277493567047126,0.06132319407465372
all,100.0,0.06,1.0,0.25,389,254,7.96,7.955755400358577,0.0957075042818146,0.07261310015227057,0.06133325050182605
all,200.0,0.1,2.0,0.15,389,254,7.96,7.955758127355339,0.09559382302086615,0.07264178484757511,0.0614183228484247
all,300.0,0.04,0.5,0.4,389,254,7.96,7.955759960943309,0.09572328309816429,0.07264595337415818,0.06128474519841501
all,2000.0,0.2,0.5,0.08,389,254,7.96,7.955764687191369,0.09550086328055048,0.07269128248443431,0.06146196724421852
no_decomp,300.0,0.06,0.5,0.15,389,254,7.96,7.955765207689991,0.0956573452033247,0.07267965242902512,0.061317129841073015
no_decomp,300.0,0.06,0.5,0.25,389,254,7.96,7.955765207689991,0.0956573452033247,0.07267965242902512,0.061317129841073015
no_decomp,300.0,0.06,0.5,0.4,389,254,7.96,7.955765207689991,0.0956573452033247,0.07267965242902512,0.061317129841073015
all,1000.0,0.06,0.5,0.15,389,254,7.96,7.955765224117095,0.0956690680159943,0.07266634980361363,0.06131871011031004
all,1000.0,0.06,0.5,0.25,389,254,7.96,7.955765224117095,0.0956690680159943,0.07266634980361363,0.06131871011031004
all,1000.0,0.06,0.5,0.4,389,254,7.96,7.955765224117095,0.0956690680159943,0.07266634980361363,0.06131871011031004
all,100.0,0.06,0.5,0.15,389,254,7.96,7.955765960884498,0.09575406835486536,0.07260030256627263,0.061299777482927205
all,200.0,0.1,1.0,0.15,389,254,7.96,7.955768656680684,0.0956537611061291,0.07262550952173873,0.061374952690106746
all,500.0,0.08,2.0,0.08,389,254,7.96,7.955770866303102,0.09560428594421169,0.07266241909799886,0.06138757967931115
no_decomp,200.0,0.06,1.0,0.08,389,254,7.96,7.955779252823936,0.09563508795460449,0.07268054727278236,0.06133888254848058
no_decomp,200.0,0.15,2.0,0.08,389,254,7.96,7.955779539893171,0.09547688310949713,0.0727177042382337,0.06145993840554872
no_decomp,100.0,0.04,0.0,0.25,389,254,7.96,7.955783790925208,0.0957715211558131,0.07267125340263222,0.061211869327424055
no_decomp,100.0,0.04,0.0,0.4,389,254,7.96,7.955783790925208,0.0957715211558131,0.07267125340263222,0.061211869327424055
all,2000.0,0.1,0.5,0.15,389,254,7.96,7.955785580671826,0.09561197435272599,0.07267373273135921,0.06136898653732977
all,2000.0,0.1,0.5,0.25,389,254,7.96,7.955785580671826,0.09561197435272599,0.07267373273135921,0.06136898653732977
all,2000.0,0.1,0.5,0.4,389,254,7.96,7.955785580671826,0.09561197435272599,0.07267373273135921,0.06136898653732977
static_replay,300.0,0.04,0.5,0.08,389,254,7.96,7.955788836364164,0.09569854948681349,0.07266781870208008,0.061288415905457194
all,200.0,0.12,0.5,0.4,389,254,7.96,7.955789620202647,0.09576972790473322,0.07261188326549009,0.06127319470633565
all,300.0,0.15,2.0,0.15,389,254,7.96,7.95579362515253,0.09552717789803385,0.07265510468639665,0.061472634586293096
all,500.0,0.12,0.25,0.08,389,254,7.96,7.955796173679075,0.09569707011465871,0.07265987232804741,0.061298045549409326
all,300.0,0.04,0.5,0.25,389,254,7.96,7.955798102663358,0.09572328309816429,0.07264595337415818,0.061285805124628986
all,2000.0,0.12,1.0,0.08,389,254,7.96,7.955799224372706,0.09556473000401725,0.07267460491142123,0.061415737852863514
static_replay,300.0,0.04,1.0,0.08,389,254,7.96,7.955801064976531,0.0956881711474662,0.07266793425804303,0.061299018511609946
all,300.0,0.15,0.0,0.08,389,254,7.96,7.955803883162438,0.09608052134828785,0.07263627276458932,0.060938408119233275
no_decomp,100.0,0.08,1.0,0.25,389,254,7.96,7.955805605458077,0.09560145469099952,0.07269520862110593,0.06135858678113619
no_decomp,100.0,0.08,1.0,0.4,389,254,7.96,7.955805605458077,0.09560145469099952,0.07269520862110593,0.06135858678113619
all,200.0,0.04,0.5,0.25,389,254,7.96,7.955807248104718,0.09573579451953185,0.07263639022079157,0.061283111000670666
all,500.0,0.2,2.0,0.25,389,254,7.96,7.955816049927522,0.09545371736817226,0.07268308481309105,0.06151873815488496
all,500.0,0.2,2.0,0.4,389,254,7.96,7.955816049927522,0.09545371736817226,0.07268308481309105,0.06151873815488496
static_replay,100.0,0.04,2.0,0.15,389,254,7.96,7.955818491096633,0.09566825436731223,0.07267884193093344,0.0613085118759081
static_replay,100.0,0.04,2.0,0.25,389,254,7.96,7.955818491096633,0.09566825436731223,0.07267884193093344,0.0613085118759081
static_replay,100.0,0.04,2.0,0.4,389,254,7.96,7.955818491096633,0.09566825436731223,0.07267884193093344,0.0613085118759081
no_decomp,2000.0,0.12,0.25,0.08,389,254,7.96,7.955825942354888,0.09559817480246457,0.07265860969900886,0.06139903073677666
no_decomp,2000.0,0.12,0.25,0.15,389,254,7.96,7.955825942354888,0.09559817480246457,0.07265860969900886,0.06139903073677666
no_decomp,2000.0,0.12,0.25,0.25,389,254,7.96,7.955825942354888,0.09559817480246457,0.07265860969900886,0.06139903073677666
no_decomp,2000.0,0.12,0.25,0.4,389,254,7.96,7.955825942354888,0.09559817480246457,0.07265860969900886,0.06139903073677666
all,2000.0,0.04,0.0,0.08,389,254,7.96,7.955827874096677,0.09574103313273595,0.07266334602201445,0.06125148976495031
no_decomp,1000.0,0.06,0.25,0.08,389,254,7.96,7.955831292939641,0.09566838598059295,0.07266237086512913,0.06132520708069486
no_decomp,1000.0,0.06,0.25,0.15,389,254,7.96,7.955831292939641,0.09566838598059295,0.07266237086512913,0.06132520708069486
no_decomp,1000.0,0.06,0.25,0.25,389,254,7.96,7.955831292939641,0.09566838598059295,0.07266237086512913,0.06132520708069486
no_decomp,1000.0,0.06,0.25,0.4,389,254,7.96,7.955831292939641,0.09566838598059295,0.07266237086512913,0.06132520708069486
all,300.0,0.1,0.5,0.08,389,254,7.96,7.9558352944315125,0.09568895820213533,0.07263117388245412,0.06133594303985412
no_decomp,300.0,0.06,0.5,0.08,389,254,7.96,7.955836980575004,0.09565485319998752,0.07267861379994012,0.06132265498099613
all,100.0,0.04,1.0,0.4,389,254,7.96,7.955841660919738,0.09571510734155299,0.07262832855208487,0.06131281615004373
all,300.0,0.1,0.25,0.08,389,254,7.96,7.955842019496395,0.09575632870880885,0.0726267370073963,0.061273196292013374
no_decomp,300.0,0.2,2.0,0.08,389,254,7.96,7.955861776735462,0.09542043767742416,0.07272977917622346,0.061506594191201386
static_replay,300.0,0.04,0.25,0.08,389,254,7.96,7.955863865679991,0.09571268233172975,0.07266830676010189,0.06127588000297839
no_decomp,1000.0,0.06,1.0,0.08,389,254,7.96,7.955863966765664,0.09565363876602954,0.07266270652985787,0.0613405266080056
no_decomp,1000.0,0.06,1.0,0.15,389,254,7.96,7.955863966765664,0.09565363876602954,0.07266270652985787,0.0613405266080056
no_decomp,1000.0,0.06,1.0,0.25,389,254,7.96,7.955863966765664,0.09565363876602954,0.07266270652985787,0.0613405266080056
no_decomp,1000.0,0.06,1.0,0.4,389,254,7.96,7.955863966765664,0.09565363876602954,0.07266270652985787,0.0613405266080056
static_replay,100.0,0.04,2.0,0.08,389,254,7.96,7.955864709935012,0.0956689227925801,0.0726784300357073,0.06130953972763843
no_decomp,100.0,0.08,1.0,0.08,389,254,7.96,7.955871129608294,0.09558420965992394,0.07270296038189027,0.061369900911267726
all,300.0,0.06,0.25,0.08,389,254,7.96,7.955871867143971,0.09574528884248802,0.07263546520039219,0.0612763374056783
static_replay,200.0,0.15,0.25,0.08,389,254,7.96,7.955872913880735,0.09563242872703638,0.07275730426185521,0.061267387547573604
static_replay,200.0,0.04,2.0,0.08,389,254,7.96,7.955874327753132,0.09567885110610537,0.07267187555535515,0.061306433165290906
all,500.0,0.15,1.0,0.08,389,254,7.96,7.9558744874626,0.09555137047437816,0.07266682472010348,0.06143896907045734
all,300.0,0.06,2.0,0.15,389,254,7.96,7.955875260913414,0.09564501824352359,0.07265307130087736,0.06135909621406431
no_decomp,300.0,0.06,2.0,0.15,389,254,7.96,7.95587749799036,0.09563443344321751,0.07267521112753583,0.06134760335413655
no_decomp,300.0,0.06,2.0,0.25,389,254,7.96,7.95587749799036,0.09563443344321751,0.07267521112753583,0.06134760335413655
no_decomp,300.0,0.06,2.0,0.4,389,254,7.96,7.95587749799036,0.09563443344321751,0.07267521112753583,0.06134760335413655
all,100.0,0.04,0.5,0.15,389,254,7.96,7.955883176290546,0.09574499426982659,0.07261809180679628,0.06129431964328905
all,100.0,0.08,1.0,0.4,389,254,7.96,7.9558837931090975,0.09571117432208139,0.0726040202007544,0.061342228337926824
all,200.0,0.12,1.0,0.25,389,254,7.96,7.955885592948597,0.09566149606202942,0.0726225434288018,0.06137343338590331
all,500.0,0.06,0.25,0.08,389,254,7.96,7.955888398440147,0.09571418854935665,0.07265401509018589,0.06128934719935689
all,2000.0,0.1,0.5,0.08,389,254,7.96,7.955895594547169,0.09561197435272599,0.07267373273135921,0.06137204372834617
static_replay,100.0,0.04,0.5,0.15,389,254,7.96,7.955895922477629,0.09569564722946479,0.07267771163973662,0.06128440105613116
static_replay,100.0,0.04,0.5,0.25,389,254,7.96,7.955895922477629,0.09569564722946479,0.07267771163973662,0.06128440105613116
static_replay,100.0,0.04,0.5,0.4,389,254,7.96,7.955895922477629,0.09569564722946479,0.07267771163973662,0.06128440105613116
no_decomp,100.0,0.08,1.0,0.15,389,254,7.96,7.955897714836624,0.0955997341687918,0.07269520862110593,0.061362866943524726
all,2000.0,0.2,0.25,0.08,389,254,7.96,7.955899348844997,0.09555140005159855,0.07269626997973216,0.06141018510975473
no_decomp,100.0,0.04,0.0,0.15,389,254,7.96,7.955902570074658,0.09576854516402535,0.07267125340263222,0.061218146089581024
